id,titulo,titulo_es,tema,ambiente,descripcion_optimizada,descripcion_es,titulo_miniatura,hashtags,etiquetas,imagen_miniatura,url_video,raiz_hz,modo,registro,semilla,tono,duracion_min,comando_regeneracion,comando_ambiente,estado,fecha_publicacion,vistas,suscriptores,subs_por_1000
OBRA-011,Music for Anxiety · Ocean and Birds · 528 Hz · Four and Six · 20 Minutes,Música para momentos de ansiedad · Mar y pájaros · 528 Hz · Cuatro y seis · 20 minutos,Ansiedad,mar-aves,"Four and Six · 20 Minutes

To accompany a pause when your mind won't stop.
Ambience: ocean and birds.

Composed around a root of 528 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz","Cuatro y seis · 20 minutos

Para acompañar un momento de pausa cuando la cabeza no para.
Ambiente: mar y pájaros.

Compuesta con raíz en 528 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz",20 MIN,#relaxingmusic #meditation #528hz,"music for anxiety, 528 hz, 528 hz music, anxiety relief, stress relief, calming music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, ambient music, just intonation, original composition, Rin, música para momentos de ansiedad",,,528,hirajoshi,medio,913368,-70,20,python3 03-composicion/compositor.py --minutos 20 --raiz 528 --modo hirajoshi --semilla 913368 --caracter sin-cuenco,python3 03-composicion/capas.py aves 1240 audio/OBRA-011_capa.wav --semilla 913368 && python3 03-composicion/ambiente.py audio/OBRA-011_528_hirajoshi.wav audio/OBRA-011_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-011_capa.wav,pendiente,,,,
OBRA-012,Music for Anxiety · Zen Temple · 528 Hz · A Brief Pause · 10 Minutes,Música para momentos de ansiedad · Templo zen · 528 Hz · Pausa breve · 10 minutos,Ansiedad,zen,"A Brief Pause · 10 Minutes

To accompany a pause when your mind won't stop.
Ambience: zen temple.

Composed around a root of 528 Hz, in just intonation, shin mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz","Pausa breve · 10 minutos

Para acompañar un momento de pausa cuando la cabeza no para.
Ambiente: templo zen.

Compuesta con raíz en 528 Hz, en entonación justa, modo shin.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz",10 MIN,#relaxingmusic #meditation #528hz,"music for anxiety, 528 hz, 528 hz music, anxiety relief, stress relief, calming music, zen temple, temple bells, wind chimes, relaxing music, meditation music, ambient music, just intonation, original composition, Rin, música para momentos de ansiedad",,https://youtu.be/-ywSggvwt2E,528,shin,medio,43734,0,10,python3 03-composicion/compositor.py --minutos 10 --raiz 528 --modo shin --semilla 43734 --caracter sin-cuenco,python3 03-composicion/capas.py zen 640 audio/OBRA-012_capa.wav --semilla 43734 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-012_528_shin.wav audio/OBRA-012_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-012_capa.wav,publicada,2026-09-23,,,
OBRA-013,Music for Anxiety · Ocean and Birds · 432 Hz · Count to Six · 20 Minutes,Música para momentos de ansiedad · Mar y pájaros · 432 Hz · Contar hasta seis · 20 minutos,Ansiedad,mar-aves,"Count to Six · 20 Minutes

To accompany a pause when your mind won't stop.
Ambience: ocean and birds.

Composed around a root of 432 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #432hz","Contar hasta seis · 20 minutos

Para acompañar un momento de pausa cuando la cabeza no para.
Ambiente: mar y pájaros.

Compuesta con raíz en 432 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #432hz",20 MIN,#relaxingmusic #meditation #432hz,"music for anxiety, 432 hz, 432 hz music, anxiety relief, stress relief, calming music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, ambient music, just intonation, original composition, Rin, música para momentos de ansiedad",,,432,hirajoshi,medio,627771,180,20,python3 03-composicion/compositor.py --minutos 20 --raiz 432 --modo hirajoshi --semilla 627771 --caracter sin-cuenco,python3 03-composicion/capas.py aves 1240 audio/OBRA-013_capa.wav --semilla 627771 && python3 03-composicion/ambiente.py audio/OBRA-013_432_hirajoshi.wav audio/OBRA-013_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-013_capa.wav,pendiente,,,,
OBRA-014,Music for Anxiety · Zen Temple · 528 Hz · In and Out · 20 Minutes,Música para momentos de ansiedad · Templo zen · 528 Hz · Entrada y salida · 20 minutos,Ansiedad,zen,"In and Out · 20 Minutes

To accompany a pause when your mind won't stop.
Ambience: zen temple.

Composed around a root of 528 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz","Entrada y salida · 20 minutos

Para acompañar un momento de pausa cuando la cabeza no para.
Ambiente: templo zen.

Compuesta con raíz en 528 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz",20 MIN,#relaxingmusic #meditation #528hz,"music for anxiety, 528 hz, 528 hz music, anxiety relief, stress relief, calming music, zen temple, temple bells, wind chimes, relaxing music, meditation music, ambient music, just intonation, original composition, Rin, música para momentos de ansiedad",,,528,yo,medio,310137,-70,20,python3 03-composicion/compositor.py --minutos 20 --raiz 528 --modo yo --semilla 310137 --caracter sin-cuenco,python3 03-composicion/capas.py zen 1240 audio/OBRA-014_capa.wav --semilla 310137 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-014_528_yo.wav audio/OBRA-014_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-014_capa.wav,pendiente,,,,
OBRA-015,Music for Anxiety · Ocean and Birds · 639 Hz · Before You Begin · 15 Minutes,Música para momentos de ansiedad · Mar y pájaros · 639 Hz · Antes de empezar · 15 minutos,Ansiedad,mar-aves,"Before You Begin · 15 Minutes

To accompany a pause when your mind won't stop.
Ambience: ocean and birds.

Composed around a root of 639 Hz, in just intonation, yo mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #639hz","Antes de empezar · 15 minutos

Para acompañar un momento de pausa cuando la cabeza no para.
Ambiente: mar y pájaros.

Compuesta con raíz en 639 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #639hz",15 MIN,#relaxingmusic #meditation #639hz,"music for anxiety, 639 hz, 639 hz music, anxiety relief, stress relief, calming music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, ambient music, just intonation, original composition, Rin, música para momentos de ansiedad",,https://youtu.be/nN2uPKczsrc,639,yo,medio,592463,0,15,python3 03-composicion/compositor.py --minutos 15 --raiz 639 --modo yo --semilla 592463 --caracter sin-cuenco,python3 03-composicion/capas.py aves 940 audio/OBRA-015_capa.wav --semilla 592463 && python3 03-composicion/ambiente.py audio/OBRA-015_639_yo.wav audio/OBRA-015_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-015_capa.wav,publicada,2026-09-23,,,
OBRA-016,Music for Anxiety · Rain on Leaves · 417 Hz · End of the Day · 30 Minutes,Música para momentos de ansiedad · Lluvia sobre hojas · 417 Hz · El final del día · 30 minutos,Ansiedad,lluvia-tambor,"End of the Day · 30 Minutes

To accompany a pause when your mind won't stop.
Ambience: rain on leaves.

Composed around a root of 417 Hz, in just intonation, kumoi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #417hz","El final del día · 30 minutos

Para acompañar un momento de pausa cuando la cabeza no para.
Ambiente: lluvia sobre hojas.

Compuesta con raíz en 417 Hz, en entonación justa, modo kumoi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #417hz",30 MIN,#relaxingmusic #meditation #417hz,"music for anxiety, 417 hz, 417 hz music, anxiety relief, stress relief, calming music, rain sounds, rain on leaves, shamanic drum, relaxing music, meditation music, ambient music, just intonation, original composition, Rin, música para momentos de ansiedad",,,417,kumoi,medio,250697,110,30,python3 03-composicion/compositor.py --minutos 30 --raiz 417 --modo kumoi --semilla 250697 --caracter sin-cuenco,python3 03-composicion/capas.py ancestral 1840 audio/OBRA-016_capa.wav --semilla 250697 && python3 03-composicion/ambiente.py audio/OBRA-016_417_kumoi.wav audio/OBRA-016_final.wav --fondo fuego --nivel-capa 0 --nivel-obra -20 --capa audio/OBRA-016_capa.wav,pendiente,,,,
OBRA-017,Meditation Music · Zen Temple · 417 Hz · Empty Temple · 45 Minutes,Música para meditar · Templo zen · 417 Hz · Templo vacío · 45 minutos,Meditar,zen,"Empty Temple · 45 Minutes

To accompany a meditation practice.
Ambience: zen temple.

Composed around a root of 417 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #417hz","Templo vacío · 45 minutos

Para acompañar una práctica de meditación.
Ambiente: templo zen.

Compuesta con raíz en 417 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #417hz",45 MIN,#meditationmusic #meditation #417hz,"meditation music, 417 hz, 417 hz music, mindfulness, zen music, yoga music, zen temple, temple bells, wind chimes, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,417,hirajoshi,medio,714152,180,45,python3 03-composicion/compositor.py --minutos 45 --raiz 417 --modo hirajoshi --semilla 714152 --caracter sin-cuenco,python3 03-composicion/capas.py zen 2740 audio/OBRA-017_capa.wav --semilla 714152 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-017_417_hirajoshi.wav audio/OBRA-017_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-017_capa.wav,pendiente,,,,
OBRA-018,Meditation Music · Zen Temple · 528 Hz · Seven Bells · 45 Minutes,Música para meditar · Templo zen · 528 Hz · Siete campanas · 45 minutos,Meditar,zen,"Seven Bells · 45 Minutes

To accompany a meditation practice.
Ambience: zen temple.

Composed around a root of 528 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #528hz","Siete campanas · 45 minutos

Para acompañar una práctica de meditación.
Ambiente: templo zen.

Compuesta con raíz en 528 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #528hz",45 MIN,#meditationmusic #meditation #528hz,"meditation music, 528 hz, 528 hz music, mindfulness, zen music, yoga music, zen temple, temple bells, wind chimes, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,528,hirajoshi,medio,735455,35,45,python3 03-composicion/compositor.py --minutos 45 --raiz 528 --modo hirajoshi --semilla 735455 --caracter sin-cuenco,python3 03-composicion/capas.py zen 2740 audio/OBRA-018_capa.wav --semilla 735455 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-018_528_hirajoshi.wav audio/OBRA-018_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-018_capa.wav,pendiente,,,,
OBRA-019,Meditation Music · Zen Temple · 432 Hz · Metal and Air · 1 Hour,Música para meditar · Templo zen · 432 Hz · Metal y aire · 1 hora,Meditar,zen,"Metal and Air · 1 Hour

To accompany a meditation practice.
Ambience: zen temple.

Composed around a root of 432 Hz, in just intonation, shin mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #432hz","Metal y aire · 1 hora

Para acompañar una práctica de meditación.
Ambiente: templo zen.

Compuesta con raíz en 432 Hz, en entonación justa, modo shin.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #432hz",60 MIN,#meditationmusic #meditation #432hz,"meditation music, 432 hz, 432 hz music, mindfulness, zen music, yoga music, zen temple, temple bells, wind chimes, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,432,shin,medio,627577,-110,60,python3 03-composicion/compositor.py --minutos 60 --raiz 432 --modo shin --semilla 627577 --caracter sin-cuenco,python3 03-composicion/capas.py zen 3640 audio/OBRA-019_capa.wav --semilla 627577 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-019_432_shin.wav audio/OBRA-019_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-019_capa.wav,pendiente,,,,
OBRA-020,Meditation Music · Rain on Leaves · 528 Hz · Strike and Silence · 30 Minutes,Música para meditar · Lluvia sobre hojas · 528 Hz · Golpe y silencio · 30 minutos,Meditar,lluvia-tambor,"Strike and Silence · 30 Minutes

To accompany a meditation practice.
Ambience: rain on leaves.

Composed around a root of 528 Hz, in just intonation, shin mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #528hz","Golpe y silencio · 30 minutos

Para acompañar una práctica de meditación.
Ambiente: lluvia sobre hojas.

Compuesta con raíz en 528 Hz, en entonación justa, modo shin.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #528hz",30 MIN,#meditationmusic #meditation #528hz,"meditation music, 528 hz, 528 hz music, mindfulness, zen music, yoga music, rain sounds, rain on leaves, shamanic drum, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,https://youtu.be/QvcXe4ZDq8o,528,shin,medio,632595,0,30,python3 03-composicion/compositor.py --minutos 30 --raiz 528 --modo shin --semilla 632595 --caracter sin-cuenco,python3 03-composicion/capas.py ancestral 1840 audio/OBRA-020_capa.wav --semilla 632595 && python3 03-composicion/ambiente.py audio/OBRA-020_528_shin.wav audio/OBRA-020_final.wav --fondo fuego --nivel-capa 0 --nivel-obra -20 --capa audio/OBRA-020_capa.wav,publicada,2026-09-24,,,
OBRA-021,Meditation Music · Zen Temple · 396 Hz · Bronze and Wood · 45 Minutes,Música para meditar · Templo zen · 396 Hz · Bronce y madera · 45 minutos,Meditar,zen,"Bronze and Wood · 45 Minutes

To accompany a meditation practice.
Ambience: zen temple.

Composed around a root of 396 Hz, in just intonation, kumoi mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #396hz","Bronce y madera · 45 minutos

Para acompañar una práctica de meditación.
Ambiente: templo zen.

Compuesta con raíz en 396 Hz, en entonación justa, modo kumoi.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #396hz",45 MIN,#meditationmusic #meditation #396hz,"meditation music, 396 hz, 396 hz music, mindfulness, zen music, yoga music, zen temple, temple bells, wind chimes, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,396,kumoi,medio,864630,70,45,python3 03-composicion/compositor.py --minutos 45 --raiz 396 --modo kumoi --semilla 864630 --caracter sin-cuenco,python3 03-composicion/capas.py zen 2740 audio/OBRA-021_capa.wav --semilla 864630 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-021_396_kumoi.wav audio/OBRA-021_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-021_capa.wav,pendiente,,,,
OBRA-022,Meditation Music · Zen Temple · 639 Hz · Long Resonance · 1 Hour,Música para meditar · Templo zen · 639 Hz · Resonancia larga · 1 hora,Meditar,zen,"Long Resonance · 1 Hour

To accompany a meditation practice.
Ambience: zen temple.

Composed around a root of 639 Hz, in just intonation, yo mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #639hz","Resonancia larga · 1 hora

Para acompañar una práctica de meditación.
Ambiente: templo zen.

Compuesta con raíz en 639 Hz, en entonación justa, modo yo.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #639hz",60 MIN,#meditationmusic #meditation #639hz,"meditation music, 639 hz, 639 hz music, mindfulness, zen music, yoga music, zen temple, temple bells, wind chimes, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,639,yo,medio,335798,150,60,python3 03-composicion/compositor.py --minutos 60 --raiz 639 --modo yo --semilla 335798 --caracter sin-cuenco,python3 03-composicion/capas.py zen 3640 audio/OBRA-022_capa.wav --semilla 335798 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-022_639_yo.wav audio/OBRA-022_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-022_capa.wav,pendiente,,,,
OBRA-023,Meditation Music · Zen Temple · 528 Hz · Just One · 20 Minutes,Música para meditar · Templo zen · 528 Hz · Uno solo · 20 minutos,Meditar,zen,"Just One · 20 Minutes

To accompany a meditation practice.
Ambience: zen temple.

Composed around a root of 528 Hz, in just intonation, shin mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #528hz","Uno solo · 20 minutos

Para acompañar una práctica de meditación.
Ambiente: templo zen.

Compuesta con raíz en 528 Hz, en entonación justa, modo shin.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #528hz",20 MIN,#meditationmusic #meditation #528hz,"meditation music, 528 hz, 528 hz music, mindfulness, zen music, yoga music, zen temple, temple bells, wind chimes, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,528,shin,medio,299306,-35,20,python3 03-composicion/compositor.py --minutos 20 --raiz 528 --modo shin --semilla 299306 --caracter sin-cuenco,python3 03-composicion/capas.py zen 1240 audio/OBRA-023_capa.wav --semilla 299306 --densidad 1.4 && python3 03-composicion/ambiente.py audio/OBRA-023_528_shin.wav audio/OBRA-023_final.wav --fondo mar --nivel-fondo -7 --nivel-capa 2 --capa audio/OBRA-023_capa.wav,pendiente,,,,
OBRA-024,Meditation Music · Rain on Leaves · 432 Hz · What Remains of Sound · 1 Hour,Música para meditar · Lluvia sobre hojas · 432 Hz · Lo que queda del sonido · 1 hora,Meditar,lluvia-tambor,"What Remains of Sound · 1 Hour

To accompany a meditation practice.
Ambience: rain on leaves.

Composed around a root of 432 Hz, in just intonation, kumoi mode.
Breathing cycle: from 5.5 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #432hz","Lo que queda del sonido · 1 hora

Para acompañar una práctica de meditación.
Ambiente: lluvia sobre hojas.

Compuesta con raíz en 432 Hz, en entonación justa, modo kumoi.
Ciclo respiratorio: de 5.5 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#meditationmusic #meditation #432hz",60 MIN,#meditationmusic #meditation #432hz,"meditation music, 432 hz, 432 hz music, mindfulness, zen music, yoga music, rain sounds, rain on leaves, shamanic drum, relaxing music, calming music, ambient music, just intonation, original composition, Rin, música para meditar",,,432,kumoi,medio,926202,-70,60,python3 03-composicion/compositor.py --minutos 60 --raiz 432 --modo kumoi --semilla 926202 --caracter sin-cuenco,python3 03-composicion/capas.py ancestral 3640 audio/OBRA-024_capa.wav --semilla 926202 && python3 03-composicion/ambiente.py audio/OBRA-024_432_kumoi.wav audio/OBRA-024_final.wav --fondo fuego --nivel-capa 0 --nivel-obra -20 --capa audio/OBRA-024_capa.wav,pendiente,,,,
OBRA-025,Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root · 1 Hour,Música para soltar tensión · Mar y pájaros · 528 Hz · Raíz de sal · 1 hora,Soltar,mar-aves,"Salt Root · 1 Hour

To accompany some time to let go of the day's tension.
Ambience: ocean and birds.

Composed around a root of 528 Hz, in just intonation, hirajoshi mode.
Breathing cycle: from 6.0 down to 4.5 breaths per minute, 40 % inhale / 60 % exhale.
Original composition, synthesized from scratch, ambience included. No third-party samples.

Best at low volume.
Subscribe for new pieces: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz","Raíz de sal · 1 hora

Para acompañar un rato de soltar la tensión del día.
Ambiente: mar y pájaros.

Compuesta con raíz en 528 Hz, en entonación justa, modo hirajoshi.
Ciclo respiratorio: de 6.0 a 4.5 respiraciones por minuto, inhalar 40 % / exhalar 60 %.
Composición original, sintetizada desde cero: el ambiente también. Ninguna muestra procede de terceros.

Mejor a volumen bajo.
Suscríbete para las próximas obras: https://www.youtube.com/@rinchanneloficial?sub_confirmation=1

#relaxingmusic #meditation #528hz",528 HZ,#relaxingmusic #meditation #528hz,"music to release tension, 528 hz, 528 hz music, stress relief, let go, healing music, ocean waves, birdsong, nature sounds, relaxing music, meditation music, calming music, ambient music, just intonation, original composition, Rin, música para soltar tensión",,,528,hirajoshi,medio,454078,35,60,python3 03-composicion/compositor.py --minutos 60 --raiz 528 --modo hirajoshi --semilla 454078 --caracter sin-cuenco,python3 03-composicion/capas.py aves 3640 audio/OBRA-025_capa.wav --semilla 454078 && python3 03-composicion/ambiente.py audio/OBRA-025_528_hirajoshi.wav audio/OBRA-025_final.wav --fondo mar --nivel-capa -4 --capa audio/OBRA-025_capa.wav,pendiente,,,,
